Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Tolerance,ppm,Power,Voltage,Description,Component Note,gost BOM,Note
RC0603DR-072R43L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,43R","0,5%",200,0.063,75,"RC0603DR-072R43L, 0,5% 2,43R","0603 2,43R 0,5%","0603 2,43R 0,5%"," "
RC0603FR-072R43L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,43R",1%,200,0.063,75,"RC0603FR-072R43L, 1% 2,43R","0603 2,43R 1%","0603 2,43R 1%"," "
RC0603DR-072R49L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,49R","0,5%",200,0.063,75,"RC0603DR-072R49L, 0,5% 2,49R","0603 2,49R 0,5%","0603 2,49R 0,5%"," "
RC0603FR-072R49L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,49R",1%,200,0.063,75,"RC0603FR-072R49L, 1% 2,49R","0603 2,49R 1%","0603 2,49R 1%"," "
RC0603DR-072R55L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,55R","0,5%",200,0.063,75,"RC0603DR-072R55L, 0,5% 2,55R","0603 2,55R 0,5%","0603 2,55R 0,5%"," "
RC0603FR-072R55L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,55R",1%,200,0.063,75,"RC0603FR-072R55L, 1% 2,55R","0603 2,55R 1%","0603 2,55R 1%"," "
RC0603DR-072R61L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,61R","0,5%",200,0.063,75,"RC0603DR-072R61L, 0,5% 2,61R","0603 2,61R 0,5%","0603 2,61R 0,5%"," "
RC0603FR-072R61L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,61R",1%,200,0.063,75,"RC0603FR-072R61L, 1% 2,61R","0603 2,61R 1%","0603 2,61R 1%"," "
RC0603DR-072R67L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,67R","0,5%",200,0.063,75,"RC0603DR-072R67L, 0,5% 2,67R","0603 2,67R 0,5%","0603 2,67R 0,5%"," "
RC0603FR-072R67L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,67R",1%,200,0.063,75,"RC0603FR-072R67L, 1% 2,67R","0603 2,67R 1%","0603 2,67R 1%"," "
RC0603FR-072R7L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,7R",1%,200,0.063,75,"RC0603FR-072R7L, 1% 2,7R","0603 2,7R 1%","0603 2,7R 1%"," "
RC0603JR-072R7L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,7R",5%,200,0.063,75,"RC0603JR-072R7L, 5% 2,7R","0603 2,7R 5%","0603 2,7R 5%"," "
RC0603DR-072R74L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,74R","0,5%",200,0.063,75,"RC0603DR-072R74L, 0,5% 2,74R","0603 2,74R 0,5%","0603 2,74R 0,5%"," "
RC0603FR-072R74L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,74R",1%,200,0.063,75,"RC0603FR-072R74L, 1% 2,74R","0603 2,74R 1%","0603 2,74R 1%"," "
RC0603DR-072R8L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,8R","0,5%",200,0.063,75,"RC0603DR-072R8L, 0,5% 2,8R","0603 2,8R 0,5%","0603 2,8R 0,5%"," "
RC0603FR-072R8L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,8R",1%,200,0.063,75,"RC0603FR-072R8L, 1% 2,8R","0603 2,8R 1%","0603 2,8R 1%"," "
RC0603DR-072R87L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,87R","0,5%",200,0.063,75,"RC0603DR-072R87L, 0,5% 2,87R","0603 2,87R 0,5%","0603 2,87R 0,5%"," "
RC0603FR-072R87L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,87R",1%,200,0.063,75,"RC0603FR-072R87L, 1% 2,87R","0603 2,87R 1%","0603 2,87R 1%"," "
RC0603DR-072R94L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,94R","0,5%",200,0.063,75,"RC0603DR-072R94L, 0,5% 2,94R","0603 2,94R 0,5%","0603 2,94R 0,5%"," "
RC0603FR-072R94L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"2,94R",1%,200,0.063,75,"RC0603FR-072R94L, 1% 2,94R","0603 2,94R 1%","0603 2,94R 1%"," "
RC0603FR-073RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,3R,1%,200,0.063,75,"RC0603FR-073RL, 1% 3R",0603 3R 1%,0603 3R 1%," "
RC0603JR-073RL,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,3R,5%,200,0.063,75,"RC0603JR-073RL, 5% 3R",0603 3R 5%,0603 3R 5%," "
RC0603DR-073R01L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,01R","0,5%",200,0.063,75,"RC0603DR-073R01L, 0,5% 3,01R","0603 3,01R 0,5%","0603 3,01R 0,5%"," "
RC0603FR-073R01L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,01R",1%,200,0.063,75,"RC0603FR-073R01L, 1% 3,01R","0603 3,01R 1%","0603 3,01R 1%"," "
RC0603DR-073R09L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,09R","0,5%",200,0.063,75,"RC0603DR-073R09L, 0,5% 3,09R","0603 3,09R 0,5%","0603 3,09R 0,5%"," "
RC0603FR-073R09L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,09R",1%,200,0.063,75,"RC0603FR-073R09L, 1% 3,09R","0603 3,09R 1%","0603 3,09R 1%"," "
RC0603DR-073R16L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,16R","0,5%",200,0.063,75,"RC0603DR-073R16L, 0,5% 3,16R","0603 3,16R 0,5%","0603 3,16R 0,5%"," "
RC0603FR-073R16L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,16R",1%,200,0.063,75,"RC0603FR-073R16L, 1% 3,16R","0603 3,16R 1%","0603 3,16R 1%"," "
RC0603DR-073R24L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,24R","0,5%",200,0.063,75,"RC0603DR-073R24L, 0,5% 3,24R","0603 3,24R 0,5%","0603 3,24R 0,5%"," "
RC0603FR-073R24L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,24R",1%,200,0.063,75,"RC0603FR-073R24L, 1% 3,24R","0603 3,24R 1%","0603 3,24R 1%"," "
RC0603FR-073R3L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,3R",1%,200,0.063,75,"RC0603FR-073R3L, 1% 3,3R","0603 3,3R 1%","0603 3,3R 1%"," "
RC0603JR-073R3L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,3R",5%,200,0.063,75,"RC0603JR-073R3L, 5% 3,3R","0603 3,3R 5%","0603 3,3R 5%"," "
RC0603DR-073R32L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,32R","0,5%",200,0.063,75,"RC0603DR-073R32L, 0,5% 3,32R","0603 3,32R 0,5%","0603 3,32R 0,5%"," "
RC0603FR-073R32L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,32R",1%,200,0.063,75,"RC0603FR-073R32L, 1% 3,32R","0603 3,32R 1%","0603 3,32R 1%"," "
RC0603DR-073R4L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,4R","0,5%",200,0.063,75,"RC0603DR-073R4L, 0,5% 3,4R","0603 3,4R 0,5%","0603 3,4R 0,5%"," "
RC0603FR-073R4L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,4R",1%,200,0.063,75,"RC0603FR-073R4L, 1% 3,4R","0603 3,4R 1%","0603 3,4R 1%"," "
RC0603DR-073R48L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,48R","0,5%",200,0.063,75,"RC0603DR-073R48L, 0,5% 3,48R","0603 3,48R 0,5%","0603 3,48R 0,5%"," "
RC0603FR-073R48L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,48R",1%,200,0.063,75,"RC0603FR-073R48L, 1% 3,48R","0603 3,48R 1%","0603 3,48R 1%"," "
RC0603DR-073R57L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,57R","0,5%",200,0.063,75,"RC0603DR-073R57L, 0,5% 3,57R","0603 3,57R 0,5%","0603 3,57R 0,5%"," "
RC0603FR-073R57L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,57R",1%,200,0.063,75,"RC0603FR-073R57L, 1% 3,57R","0603 3,57R 1%","0603 3,57R 1%"," "
RC0603FR-073R6L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,6R",1%,200,0.063,75,"RC0603FR-073R6L, 1% 3,6R","0603 3,6R 1%","0603 3,6R 1%"," "
RC0603JR-073R6L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,6R",5%,200,0.063,75,"RC0603JR-073R6L, 5% 3,6R","0603 3,6R 5%","0603 3,6R 5%"," "
RC0603DR-073R65L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,65R","0,5%",200,0.063,75,"RC0603DR-073R65L, 0,5% 3,65R","0603 3,65R 0,5%","0603 3,65R 0,5%"," "
RC0603FR-073R65L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,65R",1%,200,0.063,75,"RC0603FR-073R65L, 1% 3,65R","0603 3,65R 1%","0603 3,65R 1%"," "
RC0603DR-073R74L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,74R","0,5%",200,0.063,75,"RC0603DR-073R74L, 0,5% 3,74R","0603 3,74R 0,5%","0603 3,74R 0,5%"," "
RC0603FR-073R74L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,74R",1%,200,0.063,75,"RC0603FR-073R74L, 1% 3,74R","0603 3,74R 1%","0603 3,74R 1%"," "
RC0603DR-073R83L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,83R","0,5%",200,0.063,75,"RC0603DR-073R83L, 0,5% 3,83R","0603 3,83R 0,5%","0603 3,83R 0,5%"," "
RC0603FR-073R83L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,83R",1%,200,0.063,75,"RC0603FR-073R83L, 1% 3,83R","0603 3,83R 1%","0603 3,83R 1%"," "
RC0603FR-073R9L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,9R",1%,200,0.063,75,"RC0603FR-073R9L, 1% 3,9R","0603 3,9R 1%","0603 3,9R 1%"," "
RC0603JR-073R9L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,9R",5%,200,0.063,75,"RC0603JR-073R9L, 5% 3,9R","0603 3,9R 5%","0603 3,9R 5%"," "
RC0603DR-073R92L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,92R","0,5%",200,0.063,75,"RC0603DR-073R92L, 0,5% 3,92R","0603 3,92R 0,5%","0603 3,92R 0,5%"," "
RC0603FR-073R92L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"3,92R",1%,200,0.063,75,"RC0603FR-073R92L, 1% 3,92R","0603 3,92R 1%","0603 3,92R 1%"," "
RC0603DR-074R02L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,02R","0,5%",200,0.063,75,"RC0603DR-074R02L, 0,5% 4,02R","0603 4,02R 0,5%","0603 4,02R 0,5%"," "
RC0603FR-074R02L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,02R",1%,200,0.063,75,"RC0603FR-074R02L, 1% 4,02R","0603 4,02R 1%","0603 4,02R 1%"," "
RC0603DR-074R12L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,12R","0,5%",200,0.063,75,"RC0603DR-074R12L, 0,5% 4,12R","0603 4,12R 0,5%","0603 4,12R 0,5%"," "
RC0603FR-074R12L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,12R",1%,200,0.063,75,"RC0603FR-074R12L, 1% 4,12R","0603 4,12R 1%","0603 4,12R 1%"," "
RC0603DR-074R22L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,22R","0,5%",200,0.063,75,"RC0603DR-074R22L, 0,5% 4,22R","0603 4,22R 0,5%","0603 4,22R 0,5%"," "
RC0603FR-074R22L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,22R",1%,200,0.063,75,"RC0603FR-074R22L, 1% 4,22R","0603 4,22R 1%","0603 4,22R 1%"," "
RC0603FR-074R3L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,3R",1%,200,0.063,75,"RC0603FR-074R3L, 1% 4,3R","0603 4,3R 1%","0603 4,3R 1%"," "
RC0603JR-074R3L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,3R",5%,200,0.063,75,"RC0603JR-074R3L, 5% 4,3R","0603 4,3R 5%","0603 4,3R 5%"," "
RC0603DR-074R32L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,32R","0,5%",200,0.063,75,"RC0603DR-074R32L, 0,5% 4,32R","0603 4,32R 0,5%","0603 4,32R 0,5%"," "
RC0603FR-074R32L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,32R",1%,200,0.063,75,"RC0603FR-074R32L, 1% 4,32R","0603 4,32R 1%","0603 4,32R 1%"," "
RC0603DR-074R42L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,42R","0,5%",200,0.063,75,"RC0603DR-074R42L, 0,5% 4,42R","0603 4,42R 0,5%","0603 4,42R 0,5%"," "
RC0603FR-074R42L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,42R",1%,200,0.063,75,"RC0603FR-074R42L, 1% 4,42R","0603 4,42R 1%","0603 4,42R 1%"," "
RC0603DR-074R53L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,53R","0,5%",200,0.063,75,"RC0603DR-074R53L, 0,5% 4,53R","0603 4,53R 0,5%","0603 4,53R 0,5%"," "
RC0603FR-074R53L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,53R",1%,200,0.063,75,"RC0603FR-074R53L, 1% 4,53R","0603 4,53R 1%","0603 4,53R 1%"," "
RC0603DR-074R64L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,64R","0,5%",200,0.063,75,"RC0603DR-074R64L, 0,5% 4,64R","0603 4,64R 0,5%","0603 4,64R 0,5%"," "
RC0603FR-074R64L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,64R",1%,200,0.063,75,"RC0603FR-074R64L, 1% 4,64R","0603 4,64R 1%","0603 4,64R 1%"," "
RC0603FR-074R7L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,7R",1%,200,0.063,75,"RC0603FR-074R7L, 1% 4,7R","0603 4,7R 1%","0603 4,7R 1%"," "
RC0603JR-074R7L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,7R",5%,200,0.063,75,"RC0603JR-074R7L, 5% 4,7R","0603 4,7R 5%","0603 4,7R 5%"," "
RC0603DR-074R75L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,75R","0,5%",200,0.063,75,"RC0603DR-074R75L, 0,5% 4,75R","0603 4,75R 0,5%","0603 4,75R 0,5%"," "
RC0603FR-074R75L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,75R",1%,200,0.063,75,"RC0603FR-074R75L, 1% 4,75R","0603 4,75R 1%","0603 4,75R 1%"," "
RC0603DR-074R87L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,87R","0,5%",200,0.063,75,"RC0603DR-074R87L, 0,5% 4,87R","0603 4,87R 0,5%","0603 4,87R 0,5%"," "
RC0603FR-074R87L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,87R",1%,200,0.063,75,"RC0603FR-074R87L, 1% 4,87R","0603 4,87R 1%","0603 4,87R 1%"," "
RC0603DR-074R99L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,99R","0,5%",200,0.063,75,"RC0603DR-074R99L, 0,5% 4,99R","0603 4,99R 0,5%","0603 4,99R 0,5%"," "
RC0603FR-074R99L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"4,99R",1%,200,0.063,75,"RC0603FR-074R99L, 1% 4,99R","0603 4,99R 1%","0603 4,99R 1%"," "
RC0603FR-075R1L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,1R",1%,200,0.063,75,"RC0603FR-075R1L, 1% 5,1R","0603 5,1R 1%","0603 5,1R 1%"," "
RC0603JR-075R1L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,1R",5%,200,0.063,75,"RC0603JR-075R1L, 5% 5,1R","0603 5,1R 5%","0603 5,1R 5%"," "
RC0603DR-075R11L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,11R","0,5%",200,0.063,75,"RC0603DR-075R11L, 0,5% 5,11R","0603 5,11R 0,5%","0603 5,11R 0,5%"," "
RC0603FR-075R11L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,11R",1%,200,0.063,75,"RC0603FR-075R11L, 1% 5,11R","0603 5,11R 1%","0603 5,11R 1%"," "
RC0603DR-075R23L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,23R","0,5%",200,0.063,75,"RC0603DR-075R23L, 0,5% 5,23R","0603 5,23R 0,5%","0603 5,23R 0,5%"," "
RC0603FR-075R23L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,23R",1%,200,0.063,75,"RC0603FR-075R23L, 1% 5,23R","0603 5,23R 1%","0603 5,23R 1%"," "
RC0603DR-075R36L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,36R","0,5%",200,0.063,75,"RC0603DR-075R36L, 0,5% 5,36R","0603 5,36R 0,5%","0603 5,36R 0,5%"," "
RC0603FR-075R36L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,36R",1%,200,0.063,75,"RC0603FR-075R36L, 1% 5,36R","0603 5,36R 1%","0603 5,36R 1%"," "
RC0603DR-075R49L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,49R","0,5%",200,0.063,75,"RC0603DR-075R49L, 0,5% 5,49R","0603 5,49R 0,5%","0603 5,49R 0,5%"," "
RC0603FR-075R49L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,49R",1%,200,0.063,75,"RC0603FR-075R49L, 1% 5,49R","0603 5,49R 1%","0603 5,49R 1%"," "
RC0603FR-075R6L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,6R",1%,200,0.063,75,"RC0603FR-075R6L, 1% 5,6R","0603 5,6R 1%","0603 5,6R 1%"," "
RC0603JR-075R6L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,6R",5%,200,0.063,75,"RC0603JR-075R6L, 5% 5,6R","0603 5,6R 5%","0603 5,6R 5%"," "
RC0603DR-075R62L,Yageo," ",Resistor_0603.Schlib,Resistor_0603,PCB - RESISTOR - CHIP - RES 0603_1608.PCBLIB,RES 0603_1608,SMD 0603,"5,62R","0,5%",200,0.063,75,"RC0603DR-075R62L, 0,5% 5,62R","0603 5,62R 0,5%","0603 5,62R 0,5%"," "
